"","lactate control1","lactate control2","lactate treat1","lactate treat2","pregnant control1","pregnant control2","pregnant treat1","pregnant treat2","virgin control1","virgin control2","virgin treat1","virgin treat2"
"67819",239,246,368,340,352,306,482,411,333,495,514,375
"100504341",8,5,2,4,6,6,4,5,11,2,2,10
"210544",118,146,119,93,196,147,138,121,189,249,263,169
"239463",510,466,55,31,564,702,859,662,145,1217,1177,122
"75758",563,522,85,94,679,571,298,221,558,398,506,685
"22770",885,871,317,301,740,609,672,594,699,875,961,816
"70472",610,619,489,466,958,713,521,319,1032,683,695,1098
"76773",147,163,70,57,151,111,112,97,175,162,160,198
"67731",11816,14761,108,158,5944,7763,620,777,2980,802,873,4837
"268807",117,184,6,4,38,54,4,10,23,5,7,24
"69787",16,19,1,0,16,22,0,1,14,1,4,13
"210998",2875,2756,492,477,3574,3006,1276,1304,3654,2824,2826,3358
"631797",2,1,1,0,0,0,0,0,0,0,0,0
"74868",1893,1760,345,256,2151,1772,1336,1216,2027,1128,1320,1871
"546638",3,1,3,3,0,3,1,3,0,2,3,1
"68260",19,41,32,33,27,26,50,35,20,67,91,29
"75841",881,749,312,275,1208,964,896,770,1031,1304,1170,1129
"69694",195,162,146,132,213,189,180,191,156,213,234,179
"100502741",3,1,1,1,5,0,1,1,1,6,3,1
"66218",1603,1453,2348,2368,2352,2262,2800,2536,1293,2342,2230,1589
"211401",11509,11345,2989,3258,8291,10715,1527,2306,4931,3234,4774,5759
"100416830",0,0,0,0,0,0,0,0,0,0,0,0
"20775",4331,2963,2401,2523,2712,2380,944,766,1650,2028,2041,1633
"223593",812,797,620,530,652,582,1402,1359,713,1040,1258,754
"68501",306,272,145,141,369,376,374,322,343,437,464,341
"211770",20151,16905,3839,2766,17980,19668,11747,13383,16966,13830,18523,15063
"100503021",27,26,1,0,25,25,0,0,16,3,6,16
"71088",0,0,0,0,0,0,0,0,0,0,0,0
"399603",779,903,801,762,956,783,1398,933,995,888,983,1152
"320469",131,151,19,22,172,167,43,13,80,46,52,108
"117586",0,3,0,0,1,2,0,0,0,0,0,0
"432956",0,0,0,0,0,0,0,0,1,0,1,0
"17869",10907,11930,2317,2707,11196,10526,9067,9117,11309,3955,6067,13519
"19296",152,113,51,41,276,191,96,53,273,390,390,270
"67552",97,87,3,3,104,89,2,1,94,27,23,94
"432958",0,0,0,0,0,0,0,0,0,0,0,0
"73994",0,0,0,0,0,0,0,0,0,0,0,0
"83492",13,7,849,720,3,3,34,54,0,0,1,2
"78462",0,0,0,0,0,0,0,0,0,0,0,1
"331063",5,4,35,30,3,2,1,2,0,1,0,2
"74236",1,1,0,0,0,0,0,0,0,0,0,0
"270328",3,3,31,28,1,1,2,1,0,0,0,0
"665769",0,0,0,0,0,0,0,0,0,0,0,0
"74548",43,37,31,38,23,23,1,5,3,4,0,6
"74460",1,1,0,0,1,3,0,0,0,0,1,0
"223601",2069,1731,361,391,2792,2706,749,683,985,623,695,902
"100861767",0,0,0,0,0,2,0,1,0,0,0,0
"13196",1551,1264,297,301,1524,1546,351,392,1253,403,451,1243
"71603",0,0,2,0,0,0,0,0,0,0,0,0
"11514",0,0,0,1,0,1,10,16,1,0,0,1
"76740",2870,2514,737,735,2732,2720,1292,1058,2117,1550,1676,2266
"18256",0,1,0,0,0,0,0,0,1,0,0,0
"654498",0,0,0,0,0,0,0,0,0,0,0,0
"110862",0,0,0,0,0,0,0,0,0,0,0,0
"54562",0,0,0,0,0,0,0,0,2,0,1,0
"213068",6,3,69,50,2,4,22,35,3,10,13,7
"239510",1466,1458,1494,1633,1574,1286,1623,1591,1645,1577,1548,1504
"21819",0,0,0,0,19,22,5,4,52,0,2,17
"20491",2,4,4,2,9,4,4,2,7,3,6,1
"22402",77,56,12,8,276,202,4,11,253,10,14,149
"17988",3330,2490,17958,18567,7546,6382,23758,26540,10625,16117,19455,7454
"100040667",2,3,3,1,5,5,7,10,4,7,7,6
"20442",1532,1221,5395,5255,4023,3012,2564,2347,3396,4959,5192,1999
"69334",0,0,0,0,0,0,0,0,0,0,1,0
"380993",195,159,117,133,188,165,221,181,190,211,194,215
"387226",1,0,0,0,0,0,0,0,0,0,0,0
"387228",6,2,0,0,0,1,1,0,0,1,0,0
"13992",1296,1126,1277,1292,1161,1175,1717,1581,1561,674,938,1430
"100504454",0,0,0,0,0,0,0,0,0,0,0,0
"100503580",0,0,0,0,0,0,0,0,0,0,0,0
"70363",0,0,3,4,0,0,0,0,0,0,0,0
"69700",1,0,4,1,0,1,0,0,1,3,2,1
"100503602",0,0,0,0,0,0,0,0,0,0,0,0
"223604",0,0,0,0,0,0,1,0,0,0,0,0
"76510",545,545,523,594,632,608,763,734,644,1054,1087,761
"353342",951,1106,69,64,1053,861,172,168,689,465,545,714
"100041120",313,239,343,416,436,387,685,643,464,639,733,536
"93696",261,253,175,164,376,370,222,160,345,370,328,410
"239528",1795,1350,628,595,2459,2269,1260,1082,2019,1571,1844,2167
"100861801",1,1,1,1,1,0,0,1,0,0,0,1
"14083",2148,1919,1235,1395,1527,1397,1625,1556,1437,1802,1830,1717
"387169",0,0,0,0,0,0,0,0,0,0,0,0
"100040929",2288,1981,1485,1440,3607,3182,3942,3689,4238,5668,6029,3263
"105841",121,118,546,626,152,160,593,527,384,362,537,310
"106068",1180,1247,190,179,932,964,428,368,930,769,843,1202
"100503661",1,0,0,0,0,0,0,0,1,0,0,1
"239530",58,71,4,2,9,17,3,7,16,9,6,18
"19245",305,295,118,112,467,473,214,152,390,230,273,417
"268816",0,0,0,0,1,0,0,0,0,0,0,0
"100041273",20,20,27,35,28,20,23,30,29,45,35,20
"100503729",0,0,0,0,0,0,0,0,0,0,0,0
"107831",45,56,0,0,88,66,0,0,50,0,1,68
"69439",4,1,0,0,3,5,0,0,1,0,0,4
"11838",37814,32217,374,360,45051,45860,1417,1837,51110,1125,2419,47831
"16469",23,30,11,8,34,21,5,3,30,78,86,28
"66769",0,0,0,0,1,2,1,0,0,0,2,0
"72373",1,0,0,0,1,0,0,0,1,1,2,0
"223626",45,59,20,17,71,81,45,29,39,90,106,55
"57277",0,0,0,0,0,0,0,1,2,3,1,1
"68311",0,0,0,0,1,2,0,0,1,1,2,1
"69462",3,2,0,0,0,2,0,0,2,0,2,0
"23936",1059,1160,26,34,520,805,27,48,529,185,257,558
"17068",17,19,3,3,32,36,48,58,84,3330,4820,82
"78725",43,37,0,0,17,37,1,1,21,13,20,25
"76486",45,61,6,4,59,75,3,2,43,277,268,50
"625599",0,0,0,0,0,2,0,0,0,0,0,0
"15202",0,0,0,0,0,0,0,0,0,0,0,0
"110115",0,0,0,0,0,0,0,0,0,2,0,1
"13072",0,0,0,0,0,0,0,0,0,1,0,0
"67038",0,4,0,1,2,2,2,2,1,363,221,5
"17069",14568,13580,27020,26657,17609,17358,38596,40062,14046,42511,38327,18078
"57248",1,2,43,19,2,5,26,32,20,120,96,10
"110454",137,118,1375,1314,125,133,230,291,694,3762,3168,555
"17067",165,215,37,32,172,207,70,64,746,480,373,513
"100041546",3,3,0,0,0,2,0,3,12,4,2,10
"546643",0,0,0,0,0,1,0,0,0,0,0,0
"546644",0,0,0,0,0,0,0,0,0,0,0,0
"223631",1,5,0,0,1,0,0,0,0,0,0,0
"17071",0,0,4,0,0,0,0,0,0,0,0,0
"100041107",0,0,0,0,0,0,0,0,0,0,0,0
"105892",5,8,0,0,3,6,0,2,3,1,2,1
"23934",288,252,0,4,126,253,4,16,38,0,1,84
"68453",207,245,14,35,122,191,14,15,84,17,14,64
"22701",44,62,14,9,41,48,14,7,33,66,55,38
"100503873",2,1,0,0,0,0,1,0,1,1,0,3
"72665",10,5,3,3,4,6,3,3,12,11,10,10
"72960",496,415,98,95,375,368,166,154,256,194,230,284
"14787",98,84,21,34,138,88,7,11,112,16,15,177
"378435",177,206,0,0,187,156,2,3,223,10,6,366
"223642",152,198,47,63,153,106,73,73,165,238,245,296
"100861886",0,0,0,0,0,0,0,0,0,0,0,0
"69146",257,251,8,3,201,231,4,6,271,64,67,274
"223645",19,24,2,1,39,22,11,6,28,15,10,26
"223646",202,244,4,17,230,283,19,22,297,190,189,337
"66656",1971,1786,1488,1498,3204,2916,2668,2132,3227,3908,3560,3524
"105734",114,144,15,14,204,231,70,70,148,72,91,175
"66194",185,157,183,165,333,273,352,238,299,501,511,340
"22122",294,290,850,976,420,366,916,935,378,875,1087,399
"78834",145,144,99,100,535,384,336,288,401,484,522,342
"69020",455,639,14,20,190,230,20,31,265,87,71,371
"223648",29,35,10,19,29,23,3,5,16,22,17,19
"332110",23,24,10,8,35,45,15,13,85,32,46,99
"105732",1768,1245,539,373,2137,1933,2425,2226,2094,3648,4865,1464
"432964",49,67,11,13,42,48,33,31,50,32,43,42
"105782",2338,2192,1041,1010,2782,2462,2593,2255,3053,2621,2814,3638
"67959",2672,2527,1469,1405,3758,3319,2663,2337,3212,3153,3356,3689
"223649",7624,7786,953,973,6490,7523,1859,2101,4792,4585,4345,4885
"223650",1793,1558,64,53,478,762,147,140,2592,2143,1748,4198
"271278",10,6,1,0,4,7,0,0,6,9,3,2
"100503893",6,7,12,4,18,14,17,11,14,20,10,17
"18810",8064,7235,988,889,5124,5070,3842,4447,6820,10166,12491,8623
"100316774",0,0,0,0,0,0,0,0,0,0,1,0
"671535",477,499,304,356,701,545,683,547,481,768,785,615
"66168",798,844,1398,1441,1225,1049,2653,2803,2083,4344,5240,2080
"100038659",0,0,0,0,0,0,0,0,0,1,0,0
"74281",1,8,1,0,1,0,0,0,0,0,0,1
"100526548",0,1,0,0,0,0,0,0,0,0,0,1
"100503915",6,10,4,4,4,5,1,3,13,14,9,21
"75475",884,882,1305,1332,467,518,1334,1812,690,1086,1585,696
"109075",206,277,134,149,216,226,203,154,153,222,228,168
"14731",534,576,826,779,828,682,1047,820,757,1075,1164,1002
"66445",1560,1364,3285,3331,3063,2531,3918,3024,1702,2857,2882,2187
"106025",474,534,406,439,580,484,539,575,539,648,707,650
"68877",1159,1201,322,272,1024,968,907,813,911,869,943,1260
"59053",106,76,151,219,283,202,241,211,218,324,326,231
"73542",0,0,0,0,1,0,0,0,0,1,1,0
"223658",887,986,1262,1350,974,789,1368,1476,808,1049,1272,916
"12181",806,732,1099,1286,1413,1041,2161,1631,1056,1512,1600,1472
"20289",753,748,25,11,382,390,45,59,530,76,61,914
"15499",964,1047,471,450,1600,1243,885,762,1145,1108,1207,1488
"13350",460,505,776,897,584,521,736,650,632,479,507,876
"170729",0,0,0,0,0,0,0,0,0,0,0,0
"666504",0,0,0,1,0,1,2,0,2,0,0,2
"30840",304,310,292,375,438,380,736,596,561,692,714,697
"52710",149,154,1581,2007,226,185,1593,1496,151,269,274,191
"268822",202,271,205,198,222,188,318,346,349,708,959,333
"94230",998,1031,1305,1521,1516,1265,2369,1917,1639,2408,2444,2197
"72027",19,21,70,47,122,96,1984,1871,215,234,225,189
"66914",1102,1006,557,538,1088,1240,1280,1307,1077,1425,1372,1148
"72749",50,73,419,432,135,93,513,349,219,410,412,230
"54151",832,965,765,727,810,819,1100,985,659,803,948,816
"16581",297,367,123,136,302,285,273,250,333,249,323,239
"100861904",0,0,0,0,0,0,0,0,0,0,0,0
"14106",1,3,0,0,1,1,0,2,0,1,1,1
"73062",429,500,324,361,519,460,514,400,504,873,840,708
"76282",400,499,239,245,417,539,312,314,336,269,362,289
"69572",94,91,40,40,87,90,67,63,85,78,78,94
"79456",54,50,109,110,170,82,120,54,140,95,134,176
"223664",192,254,100,118,220,191,124,112,188,189,197,247
"378937",32,24,10,8,39,37,17,11,23,9,14,34
"223665",96,112,165,181,149,157,141,124,103,139,117,119
"223666",334,358,123,148,442,417,293,276,725,416,516,1041
"71591",132,180,62,67,170,105,35,44,170,95,107,207
"223669",273,302,184,162,287,197,519,553,359,587,557,465
"66398",64,76,79,122,49,51,114,91,35,94,107,67
"26961",10424,9820,10043,9467,19751,16971,22707,18971,21819,26335,26590,21196
"239546",10,16,9,2,10,11,7,4,14,27,26,36
"117171",179,223,88,111,210,207,169,151,195,284,293,291
"17189",160,118,4,9,187,159,128,100,60,92,92,35
"71939",72,52,387,554,43,39,222,303,8,36,29,16
"93686",5294,5086,795,810,5000,4504,1371,1359,3905,1740,1955,4221
"100042318",0,2,0,0,4,3,1,0,2,0,1,2
"75761",13,13,628,682,18,14,179,219,2,96,160,7
"223672",2,1,12,4,1,1,5,6,1,25,42,0
"278679",1,0,1,0,0,2,0,1,0,0,0,0
"245282",17,6,0,0,9,6,1,0,0,0,1,1
"626615",0,0,0,0,1,1,0,0,0,0,0,0
"108956",1,1,3,5,2,0,3,2,0,0,1,0
"76409",0,0,0,2,0,0,1,0,0,0,0,0
"328561",833,731,44,52,1171,1026,22,15,206,7,12,245
"666661",3,1,5,3,1,3,4,4,2,3,3,4
"328563",56,56,2,4,81,63,0,1,19,1,2,6
"666348",4,5,7,19,3,12,2,2,1,0,2,2
"71898",4,10,23,10,4,5,6,13,7,35,91,4
"239552",270,308,7,8,286,271,112,182,278,85,106,332
"17886",17822,15666,4043,3990,25408,23769,17808,19511,28801,15024,17752,28075
"56551",1057,964,1199,1310,1564,1327,2270,1782,1319,1897,1897,1475
"239554",252,290,270,329,469,356,121,105,447,214,250,354
"55944",1096,1112,890,935,1973,1490,1937,1517,1521,2061,2187,1682
"100504021",30,38,20,26,62,51,55,44,66,49,53,55
"12300",0,0,0,0,0,0,0,0,0,0,0,0
"100861922",0,0,0,0,0,0,0,0,0,0,0,0
"67042",121,133,53,49,140,166,81,79,144,143,181,177
"19293",0,0,0,0,0,0,1,0,0,5,5,1
"17972",2,2,2,2,2,2,0,1,2,1,0,1
"12984",47,96,12,9,252,231,43,34,1710,193,329,1065
"12983",122,154,27,27,341,342,41,31,1760,208,316,1026
"100504034",0,0,0,0,0,0,0,0,0,0,0,1
"73376",0,0,0,0,1,0,0,0,3,0,0,0
"22117",86,92,435,386,188,122,574,466,222,1050,994,244
"246221",413,408,590,543,347,311,780,725,440,994,1166,431
"72844",1004,1023,57,52,1012,983,120,130,712,326,351,846
"71753",9,8,2148,1242,21,8,1104,1202,30,962,392,42
"16185",10,17,12,12,34,32,5,2,63,23,23,35
"72709",702,606,379,222,834,814,162,162,380,411,452,284
"20607",11,10,1,1,29,32,1,0,136,4,4,166
"19354",1,2,6,6,1,3,1,3,1,4,5,3
"72318",4,0,2,3,8,4,2,6,9,17,16,4
"207393",0,0,0,0,0,0,0,0,2,0,1,1
"17305",41,42,4,3,19,28,5,0,108,10,22,80
"105844",1186,981,84,79,1795,1690,440,487,2405,871,1195,1882
"104445",612,632,611,498,972,774,3285,2674,1475,2259,2522,1603
"107753",5,7,3,2,4,2,8,7,13,12,22,9
"106039",1269,1377,718,740,1340,1194,1420,1258,1172,1479,1644,1498
"100504071",3,1,0,0,1,0,0,0,0,0,0,1
"100038696",21,21,1,0,7,20,3,1,10,6,9,5
"20401",509,556,78,75,628,463,153,139,560,500,493,685
"57028",59,55,25,30,94,81,14,12,79,30,33,113
"16852",10832,9258,75,77,3470,4165,93,112,5415,178,225,8419
"97961",207,202,128,129,415,349,458,309,445,559,627,583
"110253",3395,3113,246,243,1844,1912,550,393,811,810,984,949
"100038602",8,3,0,0,6,3,0,6,8,5,4,1
"654469",0,1,0,0,0,2,0,0,0,1,0,0
"14958",2636,3414,2622,2341,2613,2803,2086,2027,1173,3423,5548,1130
"26912",480,463,346,352,374,237,91,58,324,208,200,429
"14429",4,6,0,1,18,6,1,1,9,0,1,6
"223690",249,266,382,359,398,338,395,321,439,412,477,442
"223691",1806,1719,1835,1742,2705,2364,3968,3135,2865,4280,4340,3197
"27008",4995,4789,824,794,4590,4826,1945,1793,3376,2180,2586,3340
"27660",35,32,5,4,30,41,11,13,42,26,29,36
"69833",528,474,320,295,584,549,494,421,517,850,801,634
"20665",2903,3472,2101,2312,3225,3142,5243,5030,2812,4927,5607,3683
"100041655",37,37,60,68,27,20,64,72,21,28,16,19
"100038573",2,4,5,12,0,1,5,4,0,0,6,1
"18693",211,206,697,659,359,259,854,744,455,752,942,530
"57274",36,23,16,22,29,31,23,24,44,12,36,36
"207495",8,13,4,7,10,10,0,1,18,2,4,37
"53357",224,260,531,506,334,291,675,696,323,464,602,373
"17133",7781,8895,6427,4944,16408,12881,13438,15936,25948,13097,13525,22202
"223693",716,678,167,156,632,633,326,353,945,783,866,1122
"100316695",0,0,1,0,2,2,0,0,3,1,3,1
"27373",748,748,335,313,941,961,1368,1652,1167,2043,2487,1319
"100503109",1,2,4,3,10,6,19,13,5,54,42,10
"16520",10,4,0,1,26,23,3,1,16,6,5,35
"105785",300,237,235,210,382,406,131,106,361,113,105,388
"67040",12846,9799,5586,5714,14505,13765,11244,11474,11811,10754,12369,11333
"13404",31,38,0,0,2,9,0,1,5,5,3,6
"75729",33,50,7,6,25,23,18,13,25,60,58,62
"73739",220,243,70,83,230,208,127,124,171,195,206,196
"223696",677,608,589,654,834,729,1040,777,731,1054,1126,838
"74158",1847,1770,686,692,2842,2424,1823,1504,2298,1585,1833,2081
"14904",1305,1251,507,555,1780,1421,1239,974,1680,1356,1357,2258
"223697",3897,4460,1073,1045,4017,3339,6299,5251,4266,7107,8886,4584
"100504191",138,165,14,3,126,122,21,19,96,59,66,99
"54152",473,470,175,180,399,382,251,239,343,508,487,421
"504193",0,0,0,0,0,0,0,0,0,0,0,0
"73340",16,23,1,1,24,15,6,1,20,14,5,45
"494448",2763,2905,467,490,2465,2429,713,634,1876,636,816,2377
"100038357",0,0,0,0,0,0,1,0,0,0,0,0
"109361",24,32,0,3,24,23,8,2,2,5,9,4
"80287",999,1028,357,298,1161,1161,1005,806,582,591,787,546
"52609",487,527,100,83,298,367,271,216,445,596,712,523
"18591",1507,1134,282,177,3740,3417,2254,2637,3100,2767,2621,5000
"27367",279,344,213,282,593,605,565,567,512,808,745,603
"100302601",12,13,11,22,32,31,36,27,11,37,34,26
"100302600",4,2,4,4,7,6,6,4,5,4,8,7
"20972",8,6,304,305,46,19,246,237,47,413,477,46
"66513",250,279,211,248,336,273,276,226,275,360,353,377
"17309",237,207,3,5,192,290,2,9,101,86,70,151
"239555",308,290,224,253,429,395,476,400,456,714,821,453
"11911",10546,10031,3528,3398,12739,10620,7644,6700,12065,9518,10146,12966
"100861991",0,0,0,0,0,0,0,0,0,0,0,0
"66538",93,101,238,273,262,200,505,342,315,494,465,288
"239556",0,0,0,0,0,0,1,0,1,0,0,2
"383075",0,0,0,0,0,0,0,0,0,0,0,0
"17444",2,0,1,1,4,2,0,0,0,1,0,2
"213956",346,292,67,87,537,433,109,75,203,133,127,234
"106059",9,9,2,1,22,17,7,3,4,4,2,9
"213988",2161,1869,845,790,1514,1659,1158,1244,1973,2067,2006,1870
"100628612",0,0,0,0,0,0,0,0,0,0,0,0
"11564",347,336,542,567,630,560,789,607,606,1082,981,764
